i,j,rel_a,rel_b,scene,yaw_diff_deg,pitch_diff_deg,rot_deg,forward_angle_deg,baseline_m
10,123,0569e83fdc248a51fc0ab082ce5e2baff15755c53c207f545e6d02d91f01d166/nerfstudio/images_4/frame_00011.png,0569e83fdc248a51fc0ab082ce5e2baff15755c53c207f545e6d02d91f01d166/nerfstudio/images_4/frame_00124.png,0569e83fdc24,84.4057,7.8837,84.4846,83.9331,8.8106
317,683,073f5a9b983ced6fb28b23051260558b165f328a16b2d33fe20585b7ee4ad561/nerfstudio/images_4/frame_00011.png,073f5a9b983ced6fb28b23051260558b165f328a16b2d33fe20585b7ee4ad561/nerfstudio/images_4/frame_00377.png,073f5a9b983c,61.2252,13.4063,62.4876,62.3127,3.3116
3789,3977,9c8c0e0fadd97abf60088f667eba058ef077a71a8c0f5a4eff2782aa97f1ceb8/nerfstudio/images_4/frame_00181.png,9c8c0e0fadd97abf60088f667eba058ef077a71a8c0f5a4eff2782aa97f1ceb8/nerfstudio/images_4/frame_00369.png,9c8c0e0fadd9,63.2131,27.3481,68.1972,65.8758,2.9176
7297,7375,f71ac346cd0fc4652a89afb37044887ec3907d37d01d1ceb0ad28e1a780d8e03/nerfstudio/images_4/frame_00169.png,f71ac346cd0fc4652a89afb37044887ec3907d37d01d1ceb0ad28e1a780d8e03/nerfstudio/images_4/frame_00247.png,f71ac346cd0f,60.1346,1.9693,59.9824,59.9691,8.0891
3349,3583,9641a1ed7963ce5ca734cff3e6ccea3dfa8bcb0b0a3ff78f65d32a080de2d71e/nerfstudio/images_4/frame_00122.png,9641a1ed7963ce5ca734cff3e6ccea3dfa8bcb0b0a3ff78f65d32a080de2d71e/nerfstudio/images_4/frame_00356.png,9641a1ed7963,82.8391,6.6257,85.305,73.888,4.8917
1814,2128,2beaca318994c25409dcbb6d0bdd96c3620f2f18aec44ea3f20edd302f18ca78/nerfstudio/images_4/frame_00007.png,2beaca318994c25409dcbb6d0bdd96c3620f2f18aec44ea3f20edd302f18ca78/nerfstudio/images_4/frame_00321.png,2beaca318994,58.9243,8.2106,60.8821,59.0123,8.6048
4392,4435,b6d1134cb03c855d246f916beaa2d3d01290cf47937a5176011ff39b850ec615/nerfstudio/images_4/frame_00018.png,b6d1134cb03c855d246f916beaa2d3d01290cf47937a5176011ff39b850ec615/nerfstudio/images_4/frame_00061.png,b6d1134cb03c,50.1016,4.0385,52.7155,50.042,5.9073
1149,1407,15ff83e2531668d27c92091c97d31401ce323e24ee7c844cb32d5109ab9335f7/nerfstudio/images_4/frame_00086.png,15ff83e2531668d27c92091c97d31401ce323e24ee7c844cb32d5109ab9335f7/nerfstudio/images_4/frame_00349.png,15ff83e25316,62.6604,2.1811,62.8723,62.6214,3.6486
1249,1275,15ff83e2531668d27c92091c97d31401ce323e24ee7c844cb32d5109ab9335f7/nerfstudio/images_4/frame_00186.png,15ff83e2531668d27c92091c97d31401ce323e24ee7c844cb32d5109ab9335f7/nerfstudio/images_4/frame_00212.png,15ff83e25316,80.5192,1.6586,80.3491,80.0851,5.1972
6894,7081,e78f8cebd2bd93d960bfaeac18fac0bb2524f15c44288903cd20b73e599e8a81/nerfstudio/images_4/frame_00075.png,e78f8cebd2bd93d960bfaeac18fac0bb2524f15c44288903cd20b73e599e8a81/nerfstudio/images_4/frame_00262.png,e78f8cebd2bd,55.605,9.6736,56.341,56.3401,4.3612
2890,2973,5c8dafad7d782c76ffad8c14e9e1244ce2b83aa12324c54a3cc10176964acf04/nerfstudio/images_4/frame_00018.png,5c8dafad7d782c76ffad8c14e9e1244ce2b83aa12324c54a3cc10176964acf04/nerfstudio/images_4/frame_00107.png,5c8dafad7d78,74.2247,3.7113,74.3136,74.2494,9.0075
5161,5273,cc08c0bdc34ddd2867705d0b17a86ec2a9d7c7926ce99070ed1fdc66a812de07/nerfstudio/images_4/frame_00052.png,cc08c0bdc34ddd2867705d0b17a86ec2a9d7c7926ce99070ed1fdc66a812de07/nerfstudio/images_4/frame_00164.png,cc08c0bdc34d,64.5359,0.8027,65.9251,64.3238,8.2468
7304,7430,f71ac346cd0fc4652a89afb37044887ec3907d37d01d1ceb0ad28e1a780d8e03/nerfstudio/images_4/frame_00176.png,f71ac346cd0fc4652a89afb37044887ec3907d37d01d1ceb0ad28e1a780d8e03/nerfstudio/images_4/frame_00302.png,f71ac346cd0f,59.9164,2.2385,59.8113,59.7917,7.9154
1,158,0569e83fdc248a51fc0ab082ce5e2baff15755c53c207f545e6d02d91f01d166/nerfstudio/images_4/frame_00002.png,0569e83fdc248a51fc0ab082ce5e2baff15755c53c207f545e6d02d91f01d166/nerfstudio/images_4/frame_00159.png,0569e83fdc24,84.6434,10.2853,85.0749,84.9349,10.1025
2547,2751,56452d9cd9e2e034764132a57058517ab085e1352f9664d2d1e10e98741334fc/nerfstudio/images_4/frame_00023.png,56452d9cd9e2e034764132a57058517ab085e1352f9664d2d1e10e98741334fc/nerfstudio/images_4/frame_00227.png,56452d9cd9e2,71.5353,5.2411,76.6326,71.1763,6.6427
3677,3885,9c8c0e0fadd97abf60088f667eba058ef077a71a8c0f5a4eff2782aa97f1ceb8/nerfstudio/images_4/frame_00069.png,9c8c0e0fadd97abf60088f667eba058ef077a71a8c0f5a4eff2782aa97f1ceb8/nerfstudio/images_4/frame_00277.png,9c8c0e0fadd9,56.4049,0.5293,56.0476,54.3666,3.3929
1076,1167,15ff83e2531668d27c92091c97d31401ce323e24ee7c844cb32d5109ab9335f7/nerfstudio/images_4/frame_00013.png,15ff83e2531668d27c92091c97d31401ce323e24ee7c844cb32d5109ab9335f7/nerfstudio/images_4/frame_00104.png,15ff83e25316,61.9645,11.932,62.9264,62.9244,4.3004
2587,2725,56452d9cd9e2e034764132a57058517ab085e1352f9664d2d1e10e98741334fc/nerfstudio/images_4/frame_00063.png,56452d9cd9e2e034764132a57058517ab085e1352f9664d2d1e10e98741334fc/nerfstudio/images_4/frame_00201.png,56452d9cd9e2,57.7115,5.4747,63.1938,56.4974,6.5688
29,190,0569e83fdc248a51fc0ab082ce5e2baff15755c53c207f545e6d02d91f01d166/nerfstudio/images_4/frame_00030.png,0569e83fdc248a51fc0ab082ce5e2baff15755c53c207f545e6d02d91f01d166/nerfstudio/images_4/frame_00191.png,0569e83fdc24,51.6693,11.7299,53.0618,52.8665,5.619
5607,5738,cd9c981eeb4a9091547af19181b382698e9d9eee0a838c7c9783a8a268af6aee/nerfstudio/images_4/frame_00172.png,cd9c981eeb4a9091547af19181b382698e9d9eee0a838c7c9783a8a268af6aee/nerfstudio/images_4/frame_00303.png,cd9c981eeb4a,59.8355,8.456,60.2694,59.9667,6.352
5157,5256,cc08c0bdc34ddd2867705d0b17a86ec2a9d7c7926ce99070ed1fdc66a812de07/nerfstudio/images_4/frame_00048.png,cc08c0bdc34ddd2867705d0b17a86ec2a9d7c7926ce99070ed1fdc66a812de07/nerfstudio/images_4/frame_00147.png,cc08c0bdc34d,65.6096,0.5552,66.9615,65.4239,7.5066
733,1029,1264931635e127fb905c8953cbc2deadd0c763e633af7fbd9405a61ca849710c/nerfstudio/images_4/frame_00017.png,1264931635e127fb905c8953cbc2deadd0c763e633af7fbd9405a61ca849710c/nerfstudio/images_4/frame_00313.png,1264931635e1,56.417,5.8399,56.5482,56.3239,4.1885
2592,2836,56452d9cd9e2e034764132a57058517ab085e1352f9664d2d1e10e98741334fc/nerfstudio/images_4/frame_00068.png,56452d9cd9e2e034764132a57058517ab085e1352f9664d2d1e10e98741334fc/nerfstudio/images_4/frame_00312.png,56452d9cd9e2,85.5001,0.3356,88.7207,84.7182,9.1054
6192,6237,d9b6376623741313bf6da6bf4cdb9828be614a2ce9390ceb3f31cd535d661a75/nerfstudio/images_4/frame_00127.png,d9b6376623741313bf6da6bf4cdb9828be614a2ce9390ceb3f31cd535d661a75/nerfstudio/images_4/frame_00172.png,d9b637662374,71.8811,6.7649,71.9098,70.8777,8.333
4803,5025,c37109a55effe0000f8e40652ca935376e75bcb2a0b56de8eabd20a26e2a0f68/nerfstudio/images_4/frame_00042.png,c37109a55effe0000f8e40652ca935376e75bcb2a0b56de8eabd20a26e2a0f68/nerfstudio/images_4/frame_00264.png,c37109a55eff,74.4595,11.8271,75.3068,75.2576,5.148
7169,7253,f71ac346cd0fc4652a89afb37044887ec3907d37d01d1ceb0ad28e1a780d8e03/nerfstudio/images_4/frame_00041.png,f71ac346cd0fc4652a89afb37044887ec3907d37d01d1ceb0ad28e1a780d8e03/nerfstudio/images_4/frame_00125.png,f71ac346cd0f,83.7735,1.5309,83.8949,83.2,8.4147
2567,2761,56452d9cd9e2e034764132a57058517ab085e1352f9664d2d1e10e98741334fc/nerfstudio/images_4/frame_00043.png,56452d9cd9e2e034764132a57058517ab085e1352f9664d2d1e10e98741334fc/nerfstudio/images_4/frame_00237.png,56452d9cd9e2,68.6028,16.5202,74.9266,69.3871,6.7096
6419,6432,d9b6376623741313bf6da6bf4cdb9828be614a2ce9390ceb3f31cd535d661a75/nerfstudio/images_4/frame_00358.png,d9b6376623741313bf6da6bf4cdb9828be614a2ce9390ceb3f31cd535d661a75/nerfstudio/images_4/frame_00371.png,d9b637662374,69.1913,23.7535,76.0155,71.2861,1.6345
454,680,073f5a9b983ced6fb28b23051260558b165f328a16b2d33fe20585b7ee4ad561/nerfstudio/images_4/frame_00148.png,073f5a9b983ced6fb28b23051260558b165f328a16b2d33fe20585b7ee4ad561/nerfstudio/images_4/frame_00374.png,073f5a9b983c,62.9198,28.1251,67.9674,67.4928,3.4953
4461,4715,b6d1134cb03c855d246f916beaa2d3d01290cf47937a5176011ff39b850ec615/nerfstudio/images_4/frame_00087.png,b6d1134cb03c855d246f916beaa2d3d01290cf47937a5176011ff39b850ec615/nerfstudio/images_4/frame_00341.png,b6d1134cb03c,59.5195,4.5322,63.4039,58.0576,3.1755
6833,6936,e78f8cebd2bd93d960bfaeac18fac0bb2524f15c44288903cd20b73e599e8a81/nerfstudio/images_4/frame_00014.png,e78f8cebd2bd93d960bfaeac18fac0bb2524f15c44288903cd20b73e599e8a81/nerfstudio/images_4/frame_00117.png,e78f8cebd2bd,71.8614,14.082,75.454,71.3402,10.3373
6363,6394,d9b6376623741313bf6da6bf4cdb9828be614a2ce9390ceb3f31cd535d661a75/nerfstudio/images_4/frame_00302.png,d9b6376623741313bf6da6bf4cdb9828be614a2ce9390ceb3f31cd535d661a75/nerfstudio/images_4/frame_00333.png,d9b637662374,73.9592,19.2773,75.6054,75.6053,1.7767
4827,4872,c37109a55effe0000f8e40652ca935376e75bcb2a0b56de8eabd20a26e2a0f68/nerfstudio/images_4/frame_00066.png,c37109a55effe0000f8e40652ca935376e75bcb2a0b56de8eabd20a26e2a0f68/nerfstudio/images_4/frame_00111.png,c37109a55eff,66.1285,2.673,66.5194,65.1135,5.287
4880,5015,c37109a55effe0000f8e40652ca935376e75bcb2a0b56de8eabd20a26e2a0f68/nerfstudio/images_4/frame_00119.png,c37109a55effe0000f8e40652ca935376e75bcb2a0b56de8eabd20a26e2a0f68/nerfstudio/images_4/frame_00254.png,c37109a55eff,60.5725,11.1557,61.5762,61.2584,5.1081
6864,6960,e78f8cebd2bd93d960bfaeac18fac0bb2524f15c44288903cd20b73e599e8a81/nerfstudio/images_4/frame_00045.png,e78f8cebd2bd93d960bfaeac18fac0bb2524f15c44288903cd20b73e599e8a81/nerfstudio/images_4/frame_00141.png,e78f8cebd2bd,79.5814,0.3119,81.0934,79.0537,7.595
5616,5718,cd9c981eeb4a9091547af19181b382698e9d9eee0a838c7c9783a8a268af6aee/nerfstudio/images_4/frame_00181.png,cd9c981eeb4a9091547af19181b382698e9d9eee0a838c7c9783a8a268af6aee/nerfstudio/images_4/frame_00283.png,cd9c981eeb4a,50.5873,26.8137,58.5855,55.9656,5.7751
6638,6690,dafa9c7cbda9d1ddaa8a2b51fc8c54f4eb44161f5e5c53685dc744580ca77751/nerfstudio/images_4/frame_00166.png,dafa9c7cbda9d1ddaa8a2b51fc8c54f4eb44161f5e5c53685dc744580ca77751/nerfstudio/images_4/frame_00218.png,dafa9c7cbda9,77.7141,3.8369,77.7006,77.667,5.0031
5817,6002,d4fbeba0168af8fddb2fc695881787aedcd62f477c7dcec9ebca7b8594bbd95b/nerfstudio/images_4/frame_00076.png,d4fbeba0168af8fddb2fc695881787aedcd62f477c7dcec9ebca7b8594bbd95b/nerfstudio/images_4/frame_00261.png,d4fbeba0168a,84.7237,11.0084,85.5061,85.2907,5.806
4154,4321,b3bf9079b442c681749f6bd95cfb0659c6d844f2228b2f4fa4b602a0e3627b9a/nerfstudio/images_4/frame_00147.png,b3bf9079b442c681749f6bd95cfb0659c6d844f2228b2f4fa4b602a0e3627b9a/nerfstudio/images_4/frame_00314.png,b3bf9079b442,72.6774,10.6536,76.7375,72.8971,10.8038
321,478,073f5a9b983ced6fb28b23051260558b165f328a16b2d33fe20585b7ee4ad561/nerfstudio/images_4/frame_00015.png,073f5a9b983ced6fb28b23051260558b165f328a16b2d33fe20585b7ee4ad561/nerfstudio/images_4/frame_00172.png,073f5a9b983c,70.3697,6.9081,70.4396,69.8631,3.9951
3315,3394,9641a1ed7963ce5ca734cff3e6ccea3dfa8bcb0b0a3ff78f65d32a080de2d71e/nerfstudio/images_4/frame_00088.png,9641a1ed7963ce5ca734cff3e6ccea3dfa8bcb0b0a3ff78f65d32a080de2d71e/nerfstudio/images_4/frame_00167.png,9641a1ed7963,89.0668,6.2015,88.2427,81.0117,4.9582
5806,6028,d4fbeba0168af8fddb2fc695881787aedcd62f477c7dcec9ebca7b8594bbd95b/nerfstudio/images_4/frame_00065.png,d4fbeba0168af8fddb2fc695881787aedcd62f477c7dcec9ebca7b8594bbd95b/nerfstudio/images_4/frame_00287.png,d4fbeba0168a,53.931,20.0653,57.6455,57.2785,6.1983
6970,7125,e78f8cebd2bd93d960bfaeac18fac0bb2524f15c44288903cd20b73e599e8a81/nerfstudio/images_4/frame_00151.png,e78f8cebd2bd93d960bfaeac18fac0bb2524f15c44288903cd20b73e599e8a81/nerfstudio/images_4/frame_00306.png,e78f8cebd2bd,82.3911,0.5254,83.2527,79.9644,9.916
4504,4616,b6d1134cb03c855d246f916beaa2d3d01290cf47937a5176011ff39b850ec615/nerfstudio/images_4/frame_00130.png,b6d1134cb03c855d246f916beaa2d3d01290cf47937a5176011ff39b850ec615/nerfstudio/images_4/frame_00242.png,b6d1134cb03c,87.7248,16.2612,89.5691,88.8875,10.1328
2175,2479,493816813d2d6d248eb3c2b0b77b63e54235266e9a06e270fd0d282f13960493/nerfstudio/images_4/frame_00005.png,493816813d2d6d248eb3c2b0b77b63e54235266e9a06e270fd0d282f13960493/nerfstudio/images_4/frame_00309.png,493816813d2d,88.8783,10.2076,89.3511,89.3379,6.0603
2420,2438,493816813d2d6d248eb3c2b0b77b63e54235266e9a06e270fd0d282f13960493/nerfstudio/images_4/frame_00250.png,493816813d2d6d248eb3c2b0b77b63e54235266e9a06e270fd0d282f13960493/nerfstudio/images_4/frame_00268.png,493816813d2d,58.0689,4.2835,57.6689,57.5857,2.7749
357,577,073f5a9b983ced6fb28b23051260558b165f328a16b2d33fe20585b7ee4ad561/nerfstudio/images_4/frame_00051.png,073f5a9b983ced6fb28b23051260558b165f328a16b2d33fe20585b7ee4ad561/nerfstudio/images_4/frame_00271.png,073f5a9b983c,56.3329,18.4577,59.71,58.0607,3.2522
